,hardness-agree,hardness-maj,hardness-votes,n_votes,prep,rigidness-agree,rigidness-maj,rigidness-votes,size-agree,size-maj,size-votes,sub,verb,verb-speed-agree,verb-speed-maj,verb-speed-votes,weight-agree,weight-maj,weight-votes
271,2,1,"[1, -1, 1]",3,as,3,-42,"[-42, -42, -42]",2,1,"[1, -1, 1]",_op,began,1,-42,"[1, -1, -42]",1,-42,"[1, -1, -42]"
272,3,-42,"[-42, -42, -42]",3,on,2,-42,"[-1, -42, -42]",3,-1,"[-1, -1, -1]",_p,began,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
273,3,-42,"[-42, -42, -42]",3,at,1,-42,"[-42, -1, 1]",2,-42,"[1, -42, -42]",_p,began,3,1,"[1, 1, 1]",3,-42,"[-42, -42, -42]"
274,2,-42,"[1, -42, -42]",3,as,2,-42,"[1, -42, -42]",2,-42,"[1, -42, -42]",_p,began,2,-42,"[1, -42, -42]",2,-42,"[1, -42, -42]"
275,2,-42,"[-42, -42, 1]",3,,2,-42,"[-42, -42, -1]",2,-42,"[-42, -42, 1]",_d,began,2,1,"[-42, 1, 1]",2,-42,"[-42, -42, 1]"
276,1,-42,"[-1, 1, -42]",3,,2,-1,"[-1, -1, -42]",1,-42,"[-1, 1, -42]",_od,began,2,1,"[-1, 1, 1]",2,1,"[-1, 1, 1]"
277,1,-42,"[1, -1, -42]",3,as,1,-42,"[-1, 1, -42]",2,-1,"[-1, -1, -42]",_dp,began,2,-42,"[-42, 1, -42]",1,-42,"[1, -1, -42]"
278,1,-42,"[-1, 1, -42]",3,in,2,-42,"[-1, -42, -42]",1,-42,"[-1, 1, -42]",_p,towed,2,-42,"[-42, -1, -42]",1,-42,"[-1, 1, -42]"
279,1,-42,"[-1, -42, 1]",3,on,2,-1,"[-1, -42, -1]",2,-42,"[-1, -42, -42]",_p,towed,2,1,"[1, -42, 1]",2,-42,"[-1, -42, -42]"
280,2,-1,"[-1, -1, -42]",3,into,2,-1,"[-1, -1, -42]",2,-1,"[-1, -1, -42]",_p,towed,2,1,"[1, 1, -42]",2,-1,"[-1, -1, -42]"
281,1,-42,"[-1, 1, -42]",3,with,2,-1,"[-1, -1, -42]",1,-42,"[-1, 1, -42]",_p,towed,2,-42,"[-1, -42, -42]",2,-1,"[-1, 1, -1]"
282,2,-1,"[-42, -1, -1]",3,,2,-1,"[-42, -1, -1]",2,-1,"[-42, -1, -1]",_d,towed,3,-42,"[-42, -42, -42]",2,-1,"[-42, -1, -1]"
283,2,1,"[-42, 1, 1]",3,,3,-42,"[-42, -42, -42]",2,1,"[-42, 1, 1]",_od,towed,2,-42,"[-42, -42, 1]",2,1,"[-42, 1, 1]"
284,2,-1,"[1, -1, -1]",3,up,2,-42,"[1, -42, -42]",2,-1,"[1, -1, -1]",_dp,towed,2,1,"[-42, 1, 1]",2,-1,"[1, -1, -1]"
285,2,-42,"[-42, -1, -42]",3,on,3,-42,"[-42, -42, -42]",2,-1,"[1, -1, -1]",_dp,towed,3,-42,"[-42, -42, -42]",1,-42,"[1, -1, -42]"
286,2,-42,"[-42, -1, -42]",3,into,1,-42,"[-1, -42, 1]",3,-1,"[-1, -1, -1]",_dp,towed,3,1,"[1, 1, 1]",1,-42,"[1, -1, -42]"
287,2,1,"[1, -42, 1]",3,with,3,-42,"[-42, -42, -42]",1,-42,"[-1, -42, 1]",_dp,towed,3,-42,"[-42, -42, -42]",2,1,"[1, -42, 1]"
288,3,-1,"[-1, -1, -1]",3,by,2,-42,"[-42, -42, -1]",2,-1,"[-1, -42, -1]",_dp,towed,2,-42,"[-42, -42, 1]",3,-1,"[-1, -1, -1]"
289,2,-1,"[-1, -1, -42]",3,for,2,-1,"[-1, -1, -42]",2,-1,"[-1, -1, -42]",_op,opened,2,1,"[1, 1, -42]",1,-42,"[-1, 1, -42]"
290,1,-42,"[1, -42, -1]",3,for,3,-42,"[-42, -42, -42]",2,-42,"[1, -42, -42]",_p,opened,3,-42,"[-42, -42, -42]",1,-42,"[1, -42, -1]"
291,2,-42,"[1, -42, -42]",3,,2,-1,"[-1, -42, -1]",1,-42,"[1, -42, -1]",_d,opened,2,1,"[1, -42, 1]",2,-42,"[1, -42, -42]"
292,1,-42,"[-1, 1, -42]",3,,3,-1,"[-1, -1, -1]",3,1,"[1, 1, 1]",_od,opened,2,-42,"[-42, -42, 1]",3,1,"[1, 1, 1]"
293,2,-42,"[-42, -42, -1]",3,with,2,-42,"[-42, -42, -1]",3,1,"[1, 1, 1]",_dp,opened,2,-42,"[-42, -42, -1]",3,1,"[1, 1, 1]"
294,2,-1,"[-1, -1, 1]",3,at,2,-1,"[-1, -1, 1]",2,-1,"[-1, -1, 1]",_dp,opened,3,1,"[1, 1, 1]",2,-1,"[-1, -1, 1]"
295,2,-42,"[-42, -1, -42]",3,for,2,1,"[1, -42, 1]",2,1,"[1, -1, 1]",_dp,opened,1,-42,"[-1, 1, -42]",1,-42,"[-42, -1, 1]"
296,3,1,"[1, 1, 1]",3,,1,-42,"[-1, 1, -42]",3,1,"[1, 1, 1]",_d,sent,2,-42,"[-42, 1, -42]",3,1,"[1, 1, 1]"
297,3,1,"[1, 1, 1]",3,,3,1,"[1, 1, 1]",3,1,"[1, 1, 1]",_od,sent,2,-1,"[-42, -1, -1]",2,1,"[1, -1, 1]"
298,2,-1,"[-1, -42, -1]",3,into,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_dp,sent,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
299,2,-1,"[-1, -42, -1]",3,with,2,-42,"[-42, -42, 1]",2,-1,"[-1, -42, -1]",_dp,sent,3,-42,"[-42, -42, -42]",2,-1,"[-1, -42, -1]"
300,1,-42,"[-42, 1, -1]",3,for,2,-42,"[-42, -42, -1]",2,1,"[1, 1, -1]",_dp,sent,1,-42,"[-42, 1, -1]",2,1,"[1, 1, -1]"
301,2,-1,"[-1, -1, -42]",3,up,2,-1,"[-1, -1, -42]",2,-1,"[-1, -1, -42]",_op,hiked,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
302,3,-42,"[-42, -42, -42]",3,in,2,-42,"[-42, -42, -1]",2,-1,"[-1, -42, -1]",_op,hiked,2,1,"[1, -42, 1]",2,-42,"[-1, -42, -42]"
303,3,-1,"[-1, -1, -1]",3,into,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_op,hiked,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
304,1,-42,"[-42, -1, 1]",3,through,2,-1,"[-1, -1, 1]",2,-1,"[-1, -1, -42]",_op,hiked,2,1,"[1, 1, -42]",2,-1,"[-1, -1, -42]"
305,2,-1,"[-1, -1, -42]",3,down,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_op,hiked,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
306,2,-42,"[-1, -42, -42]",3,at,2,-42,"[-1, -42, -42]",2,-1,"[-1, -42, -1]",_op,hiked,2,1,"[1, -42, 1]",2,-1,"[-1, -42, -1]"
307,3,1,"[1, 1, 1]",3,for,2,-42,"[1, -42, -42]",2,1,"[1, 1, -42]",_op,hiked,3,1,"[1, 1, 1]",2,1,"[1, 1, -42]"
308,1,-42,"[-42, 1, -1]",3,along,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_op,hiked,3,1,"[1, 1, 1]",2,-1,"[-42, -1, -1]"
309,1,-42,"[-1, 1, -42]",3,above,2,-42,"[-1, -42, -42]",1,-42,"[-1, 1, -42]",_op,hiked,2,-42,"[-42, 1, -42]",1,-42,"[-1, 1, -42]"
310,3,-1,"[-1, -1, -1]",3,up,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,hiked,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
311,1,-42,"[-42, 1, -1]",3,in,2,-1,"[-1, 1, -1]",2,-1,"[-1, -42, -1]",_p,hiked,3,1,"[1, 1, 1]",2,-1,"[-1, -42, -1]"
312,2,-1,"[-1, -42, -1]",3,through,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,hiked,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
313,2,-1,"[-42, -1, -1]",3,down,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,hiked,3,1,"[1, 1, 1]",2,-1,"[-42, -1, -1]"
314,3,-1,"[-1, -1, -1]",3,along,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,hiked,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
315,2,-42,"[-42, -42, -1]",3,,2,-1,"[-42, -1, -1]",2,-1,"[-42, -1, -1]",_d,hiked,2,1,"[-42, 1, 1]",2,-1,"[-42, -1, -1]"
316,2,-1,"[-1, 1, -1]",3,,2,-1,"[-1, 1, -1]",2,-1,"[-1, 1, -1]",_od,hiked,3,1,"[1, 1, 1]",2,-1,"[-1, 1, -1]"
317,2,-42,"[-42, -42, -1]",3,on,2,-1,"[-42, -1, -1]",2,-1,"[1, -1, -1]",_dp,hiked,2,-42,"[-42, -42, 1]",2,-1,"[1, -1, -1]"
318,2,1,"[1, 1, -42]",3,for,2,-42,"[-42, 1, -42]",2,1,"[1, 1, -42]",_dp,hiked,3,-42,"[-42, -42, -42]",2,-42,"[1, -42, -42]"
319,1,-42,"[1, -42, -1]",3,into,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_op,entered,3,1,"[1, 1, 1]",2,-1,"[1, -1, -1]"
320,2,-1,"[-1, -1, -42]",3,into,2,-1,"[-1, -1, -42]",3,-1,"[-1, -1, -1]",_p,entered,3,1,"[1, 1, 1]",2,-1,"[-1, -1, -42]"
321,2,-1,"[-1, -1, -42]",3,,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_d,entered,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
322,2,-1,"[-42, -1, -1]",3,,2,-1,"[-42, -1, -1]",3,-1,"[-1, -1, -1]",_od,entered,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
323,2,-1,"[-42, -1, -1]",3,into,3,-42,"[-42, -42, -42]",3,-1,"[-1, -1, -1]",_dp,entered,2,-42,"[-42, -1, -42]",2,-1,"[-42, -1, -1]"
324,2,1,"[1, -42, 1]",3,with,2,1,"[1, -42, 1]",3,1,"[1, 1, 1]",_dp,entered,2,-1,"[-42, -1, -1]",3,1,"[1, 1, 1]"
325,1,-42,"[1, -1, -42]",3,,1,-42,"[1, -1, -42]",3,1,"[1, 1, 1]",_d,showed,2,1,"[1, 1, -42]",1,-42,"[1, -1, -42]"
326,2,-42,"[-1, -42, -42]",3,,2,-42,"[-1, -42, -42]",2,-42,"[-1, -42, -42]",_od,showed,2,1,"[1, -42, 1]",2,-42,"[-1, -42, -42]"
327,2,-1,"[-1, 1, -1]",3,in,1,-42,"[-1, 1, -42]",3,-1,"[-1, -1, -1]",_dp,showed,3,-42,"[-42, -42, -42]",3,-1,"[-1, -1, -1]"
328,2,-1,"[-1, -1, -42]",3,at,2,-1,"[-1, -1, -42]",2,-1,"[-1, -1, -42]",_dp,showed,1,-42,"[-1, 1, -42]",2,-1,"[-1, -1, -42]"
329,3,-42,"[-42, -42, -42]",3,for,3,-42,"[-42, -42, -42]",2,-42,"[-42, -1, -42]",_dp,showed,2,-42,"[1, -42, -42]",2,-42,"[-42, -1, -42]"
330,2,-1,"[-42, -1, -1]",3,through,2,-42,"[-42, -1, -42]",3,-1,"[-1, -1, -1]",_op,passed,3,1,"[1, 1, 1]",2,-1,"[-42, -1, -1]"
331,3,-42,"[-42, -42, -42]",3,through,2,-1,"[-42, -1, -1]",2,-1,"[-42, -1, -1]",_p,passed,2,1,"[-42, 1, 1]",2,-42,"[-42, -1, -42]"
332,2,1,"[-1, 1, 1]",3,,1,-42,"[-1, 1, -42]",2,1,"[1, 1, -42]",_d,passed,2,1,"[-1, 1, 1]",2,1,"[1, 1, -42]"
333,2,1,"[1, -42, 1]",3,,2,-42,"[-42, -42, -1]",2,-42,"[-42, -1, -42]",_od,passed,3,1,"[1, 1, 1]",3,-42,"[-42, -42, -42]"
334,2,-42,"[-1, -42, -42]",3,over,2,-1,"[-1, -1, -42]",2,-1,"[-1, 1, -1]",_dp,passed,3,1,"[1, 1, 1]",2,-1,"[-1, -42, -1]"
335,2,1,"[-1, 1, 1]",3,through,2,-42,"[-42, -42, -1]",3,-1,"[-1, -1, -1]",_dp,passed,3,1,"[1, 1, 1]",1,-42,"[-1, -42, 1]"
336,2,1,"[1, -42, 1]",3,off,2,1,"[1, -42, 1]",2,1,"[1, -42, 1]",_op,snipped,2,1,"[1, -42, 1]",2,1,"[1, -42, 1]"
337,2,1,"[1, -42, 1]",3,at,2,1,"[1, -42, 1]",2,1,"[1, -42, 1]",_op,snipped,3,1,"[1, 1, 1]",2,1,"[1, -42, 1]"
338,3,1,"[1, 1, 1]",3,off,2,-42,"[-42, -42, -1]",3,1,"[1, 1, 1]",_p,snipped,2,1,"[-42, 1, 1]",3,1,"[1, 1, 1]"
339,1,-42,"[1, -42, -1]",3,with,2,-1,"[-1, -42, -1]",2,1,"[1, -42, 1]",_p,snipped,2,-42,"[1, -42, -42]",2,1,"[1, -42, 1]"
340,3,1,"[1, 1, 1]",3,,2,-42,"[-42, -42, 1]",3,1,"[1, 1, 1]",_d,snipped,2,1,"[1, 1, -1]",3,1,"[1, 1, 1]"
341,3,1,"[1, 1, 1]",3,,3,1,"[1, 1, 1]",2,-1,"[1, -1, -1]",_od,snipped,3,1,"[1, 1, 1]",2,1,"[1, 1, -42]"
342,2,-1,"[-1, -42, -1]",3,off,2,-42,"[-1, -42, -42]",3,-1,"[-1, -1, -1]",_dp,snipped,2,-42,"[-42, -42, 1]",3,-1,"[-1, -1, -1]"
343,2,-1,"[1, -1, -1]",3,with,2,-1,"[1, -1, -1]",2,1,"[-1, 1, 1]",_dp,snipped,2,-1,"[1, -1, -1]",2,-1,"[-1, -1, -42]"
344,1,-42,"[1, -42, -1]",3,by,2,-42,"[-42, -42, -1]",2,1,"[1, -42, 1]",_dp,snipped,2,-1,"[-1, -42, -1]",1,-42,"[1, -42, -1]"
345,1,-42,"[1, -1, -42]",3,on,1,-42,"[1, -1, -42]",2,1,"[1, 1, -42]",_op,fell,3,1,"[1, 1, 1]",1,-42,"[1, -1, -42]"
346,2,-42,"[1, -42, -42]",3,into,2,1,"[1, -1, 1]",3,-1,"[-1, -1, -1]",_op,fell,3,1,"[1, 1, 1]",2,1,"[1, -1, 1]"
347,2,-42,"[-1, -42, -42]",3,from,3,-42,"[-42, -42, -42]",3,-1,"[-1, -1, -1]",_op,fell,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
348,3,-1,"[-1, -1, -1]",3,on,3,-1,"[-1, -1, -1]",2,-1,"[-42, -1, -1]",_p,fell,2,1,"[-42, 1, 1]",2,-1,"[-42, -1, -1]"
349,2,-42,"[-42, -1, -42]",3,into,2,-1,"[-42, -1, -1]",2,-1,"[-42, -1, -1]",_p,fell,2,1,"[-42, 1, 1]",2,-1,"[-42, -1, -1]"
350,2,-1,"[-1, -42, -1]",3,from,2,-1,"[-1, -42, -1]",2,-1,"[-1, -42, -1]",_p,fell,2,1,"[1, -42, 1]",2,-1,"[-1, -42, -1]"
351,2,-42,"[-42, -1, -42]",3,,2,-1,"[-42, -1, -1]",3,-1,"[-1, -1, -1]",_d,fell,3,1,"[1, 1, 1]",2,-1,"[-42, -1, -1]"
352,2,-1,"[-1, 1, -1]",3,,2,-42,"[-42, -42, -1]",2,-1,"[-1, 1, -1]",_od,fell,3,1,"[1, 1, 1]",2,-1,"[-1, 1, -1]"
353,2,-1,"[-1, 1, -1]",3,between,2,-1,"[-1, 1, -1]",2,-1,"[-1, 1, -1]",_op,squashed,2,-42,"[-1, -42, -42]",2,1,"[1, 1, -1]"
354,2,-42,"[-1, -42, -42]",3,between,2,-42,"[-1, -42, -42]",2,-42,"[-1, -42, -42]",_p,squashed,2,-42,"[-1, -42, -42]",2,-42,"[-1, -42, -42]"
355,3,1,"[1, 1, 1]",3,,3,1,"[1, 1, 1]",3,1,"[1, 1, 1]",_d,squashed,3,1,"[1, 1, 1]",3,1,"[1, 1, 1]"
356,2,1,"[1, -42, 1]",3,,1,-42,"[1, -42, -1]",2,1,"[1, -42, 1]",_od,squashed,2,1,"[1, -42, 1]",2,1,"[1, -42, 1]"
357,2,-1,"[-42, -1, -1]",3,on,2,-1,"[-42, -1, -1]",2,-1,"[-42, -1, -1]",_dp,squashed,2,-42,"[-42, -42, 1]",2,-1,"[-42, -1, -1]"
358,2,-1,"[-42, -1, -1]",3,with,2,-42,"[-42, -42, -1]",2,-1,"[-42, -1, -1]",_dp,squashed,2,-1,"[-42, -1, -1]",2,-1,"[-42, -1, -1]"
359,2,1,"[1, 1, -42]",3,,2,-42,"[-42, 1, -42]",2,1,"[-42, 1, 1]",_d,kept,2,-42,"[-42, 1, -42]",2,1,"[-42, 1, 1]"
360,2,1,"[-42, 1, 1]",3,,2,1,"[-42, 1, 1]",2,1,"[-42, 1, 1]",_od,kept,2,-42,"[-42, 1, -42]",2,1,"[-42, 1, 1]"
361,3,-1,"[-1, -1, -1]",3,in,2,-1,"[-1, -1, 1]",3,-1,"[-1, -1, -1]",_dp,kept,2,-42,"[1, -42, -42]",2,-1,"[-1, -1, -42]"
362,1,-42,"[-42, 1, -1]",3,on,2,-42,"[-1, -42, -42]",2,-1,"[-1, 1, -1]",_dp,kept,3,-42,"[-42, -42, -42]",2,-42,"[-42, -42, -1]"
363,2,1,"[1, -42, 1]",3,with,2,1,"[1, 1, -42]",2,1,"[-1, 1, 1]",_dp,kept,3,-42,"[-42, -42, -42]",3,1,"[1, 1, 1]"
364,2,-1,"[-42, -1, -1]",3,at,2,-42,"[-42, -42, -1]",2,-1,"[-42, -1, -1]",_dp,kept,2,-42,"[-42, -42, 1]",2,-1,"[-42, -1, -1]"
365,1,-42,"[-1, 1, -42]",3,for,2,-42,"[-1, -42, -42]",1,-42,"[-1, 1, -42]",_dp,kept,3,-42,"[-42, -42, -42]",1,-42,"[-1, 1, -42]"
366,2,-42,"[-42, -1, -42]",3,in,3,-42,"[-42, -42, -42]",3,-1,"[-1, -1, -1]",_op,used,3,-42,"[-42, -42, -42]",3,-1,"[-1, -1, -1]"
367,1,-42,"[1, -1, -42]",3,in,2,-1,"[-1, -1, -42]",1,-42,"[1, -1, -42]",_p,used,1,-42,"[-1, 1, -42]",1,-42,"[1, -1, -42]"
368,2,1,"[-42, 1, 1]",3,,1,-42,"[-42, -1, 1]",2,1,"[-42, 1, 1]",_d,used,2,1,"[1, -42, 1]",2,1,"[-42, 1, 1]"
369,2,-42,"[-42, 1, -42]",3,,1,-42,"[-42, 1, -1]",2,-42,"[-42, 1, -42]",_od,used,2,-42,"[-42, -42, 1]",2,-42,"[-42, 1, -42]"
370,3,-42,"[-42, -42, -42]",3,in,3,-42,"[-42, -42, -42]",2,-1,"[-1, -1, -42]",_dp,used,2,1,"[1, 1, -42]",2,-1,"[-1, -1, -42]"
371,2,-42,"[1, -42, -42]",3,with,1,-42,"[-1, -42, 1]",3,-42,"[-42, -42, -42]",_dp,used,2,-42,"[-42, -42, -1]",2,1,"[1, -42, 1]"
372,3,-1,"[-1, -1, -1]",3,at,3,-1,"[-1, -1, -1]",2,-1,"[-1, -1, 1]",_dp,used,2,1,"[1, -1, 1]",3,-1,"[-1, -1, -1]"
373,2,-42,"[-1, -42, -42]",3,for,1,-42,"[-1, -42, 1]",2,-1,"[-1, -42, -1]",_dp,used,2,-42,"[-42, 1, -42]",2,-1,"[-1, -42, -1]"
374,2,-42,"[1, -42, -42]",3,as,2,-42,"[1, -42, -42]",2,-42,"[1, -42, -42]",_dp,used,2,1,"[1, -42, 1]",2,-42,"[1, -42, -42]"
375,1,-42,"[1, -42, -1]",3,for,2,-1,"[1, -1, -1]",2,-1,"[-42, -1, -1]",_op,made,3,-42,"[-42, -42, -42]",2,-1,"[-42, -1, -1]"
376,2,-1,"[-1, -1, 1]",3,for,2,-1,"[-1, -1, -42]",2,-1,"[-1, -1, -42]",_p,made,2,1,"[1, 1, -42]",2,-1,"[-1, -1, -42]"
377,3,1,"[1, 1, 1]",3,,2,1,"[-42, 1, 1]",3,1,"[1, 1, 1]",_d,made,2,1,"[-42, 1, 1]",3,1,"[1, 1, 1]"
378,2,1,"[-42, 1, 1]",3,,2,1,"[-1, 1, 1]",2,1,"[-42, 1, 1]",_od,made,3,1,"[1, 1, 1]",3,1,"[1, 1, 1]"
379,2,-1,"[-1, -1, -42]",3,in,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_dp,made,2,-42,"[-42, 1, -42]",1,-42,"[1, -1, -42]"
380,2,-42,"[-42, -1, -42]",3,on,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_dp,made,2,-42,"[-42, 1, -42]",3,-1,"[-1, -1, -1]"
381,3,-42,"[-42, -42, -42]",3,with,2,-42,"[-42, -42, -1]",2,1,"[1, 1, -1]",_dp,made,3,-42,"[-42, -42, -42]",2,1,"[1, 1, -42]"
382,2,-42,"[-42, -42, 1]",3,of,2,-42,"[-42, -42, -1]",2,-1,"[-42, -1, -1]",_dp,made,3,-42,"[-42, -42, -42]",2,-42,"[-42, -42, -1]"
383,2,-42,"[-42, -1, -42]",3,for,2,-42,"[-42, -1, -42]",1,-42,"[1, -1, -42]",_dp,made,2,-42,"[1, -42, -42]",1,-42,"[1, -1, -42]"
384,2,1,"[1, -42, 1]",3,up,1,-42,"[1, -42, -1]",2,1,"[1, -1, 1]",_p,gave,2,-42,"[1, -42, -42]",2,-42,"[1, -42, -42]"
385,2,1,"[1, 1, -42]",3,out,2,-42,"[-42, 1, -42]",3,1,"[1, 1, 1]",_p,gave,1,-42,"[-1, 1, -42]",3,1,"[1, 1, 1]"
386,2,-42,"[1, -42, -42]",3,,3,-42,"[-42, -42, -42]",3,1,"[1, 1, 1]",_d,gave,2,-42,"[1, -42, -42]",3,1,"[1, 1, 1]"
387,2,-42,"[-42, 1, -42]",3,,2,-42,"[-42, 1, -42]",2,1,"[1, 1, -42]",_od,gave,1,-42,"[-1, 1, -42]",2,1,"[1, 1, -42]"
388,2,-42,"[-42, -42, -1]",3,in,3,-42,"[-42, -42, -42]",2,-42,"[-42, -42, -1]",_dp,gave,3,-42,"[-42, -42, -42]",3,-42,"[-42, -42, -42]"
389,2,-42,"[1, -42, -42]",3,with,2,-42,"[1, -42, -42]",2,1,"[1, -42, 1]",_dp,gave,3,-42,"[-42, -42, -42]",2,-42,"[1, -42, -42]"
390,2,-42,"[-42, -42, -1]",3,at,2,-1,"[-42, -1, -1]",2,1,"[1, -1, 1]",_dp,gave,3,-42,"[-42, -42, -42]",2,1,"[1, -1, 1]"
391,2,-42,"[-42, -1, -42]",3,for,2,-1,"[-42, -1, -1]",2,-1,"[-42, -1, -1]",_dp,gave,3,-42,"[-42, -42, -42]",3,-1,"[-1, -1, -1]"
392,2,-42,"[1, -42, -42]",3,,3,-1,"[-1, -1, -1]",2,-42,"[-42, -42, 1]",_d,set,2,1,"[1, 1, -42]",2,1,"[1, -42, 1]"
393,2,1,"[-42, 1, 1]",3,,2,-1,"[-42, -1, -1]",2,-42,"[-42, -42, 1]",_od,set,2,1,"[-42, 1, 1]",1,-42,"[-42, 1, -1]"
394,2,-42,"[-1, -42, -42]",3,in,2,-42,"[-1, -42, -42]",3,-1,"[-1, -1, -1]",_dp,set,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
395,2,-1,"[-42, -1, -1]",3,upon,2,-1,"[-42, -1, -1]",3,-1,"[-1, -1, -1]",_dp,set,1,-42,"[-1, 1, -42]",3,-1,"[-1, -1, -1]"
396,3,1,"[1, 1, 1]",3,,3,-42,"[-42, -42, -42]",3,1,"[1, 1, 1]",_d,shook,1,-42,"[-1, 1, -42]",3,1,"[1, 1, 1]"
397,2,1,"[-42, 1, 1]",3,,2,-1,"[-1, 1, -1]",3,1,"[1, 1, 1]",_od,shook,2,-1,"[-1, -1, 1]",3,1,"[1, 1, 1]"
398,2,-1,"[-1, -42, -1]",3,from,2,-1,"[-1, -42, -1]",3,-1,"[-1, -1, -1]",_dp,shook,2,-42,"[1, -42, -42]",3,-1,"[-1, -1, -1]"
399,1,-42,"[-42, -1, 1]",3,at,2,-42,"[-42, -1, -42]",3,-1,"[-1, -1, -1]",_dp,shook,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
400,3,1,"[1, 1, 1]",3,,2,-1,"[-1, 1, -1]",3,1,"[1, 1, 1]",_d,wore,2,1,"[-42, 1, 1]",3,1,"[1, 1, 1]"
401,3,1,"[1, 1, 1]",3,,1,-42,"[-42, -1, 1]",2,1,"[-1, 1, 1]",_od,wore,2,-42,"[-42, 1, -42]",2,1,"[-1, 1, 1]"
402,2,1,"[-42, 1, 1]",3,over,2,1,"[-42, 1, 1]",2,1,"[-42, 1, 1]",_dp,wore,3,-42,"[-42, -42, -42]",3,-42,"[-42, -42, -42]"
403,2,-42,"[-1, -42, -42]",3,in,2,-1,"[-1, -42, -1]",2,1,"[-1, 1, 1]",_dp,wore,2,-42,"[-1, -42, -42]",1,-42,"[-1, 1, -42]"
404,2,-1,"[-42, -1, -1]",3,on,2,-1,"[-42, -1, -1]",2,-1,"[-1, -1, 1]",_dp,wore,3,-42,"[-42, -42, -42]",3,-1,"[-1, -1, -1]"
405,3,-42,"[-42, -42, -42]",3,with,3,-42,"[-42, -42, -42]",2,1,"[1, 1, -42]",_dp,wore,3,-42,"[-42, -42, -42]",3,-42,"[-42, -42, -42]"
406,2,-42,"[-42, -42, -1]",3,that,2,-42,"[-42, -42, -1]",2,-42,"[-42, -42, 1]",_op,saw,2,-42,"[-42, -42, -1]",2,-42,"[-42, -42, -1]"
