,hardness-agree,hardness-maj,hardness-votes,n_votes,prep,rigidness-agree,rigidness-maj,rigidness-votes,size-agree,size-maj,size-votes,sub,verb,verb-speed-agree,verb-speed-maj,verb-speed-votes,weight-agree,weight-maj,weight-votes
407,2,-42,"[1, -42, -42]",3,that,2,-42,"[1, -42, -42]",3,-42,"[-42, -42, -42]",_p,saw,2,-42,"[-1, -42, -42]",2,-42,"[1, -42, -42]"
408,2,-42,"[-1, -42, -42]",3,,2,-1,"[-1, -1, -42]",2,-1,"[-1, -1, -42]",_d,saw,2,-1,"[-1, -1, -42]",2,-1,"[-1, -1, -42]"
409,1,-42,"[-42, 1, -1]",3,,3,-42,"[-42, -42, -42]",2,-42,"[-42, 1, -42]",_od,saw,2,-42,"[-42, -1, -42]",2,-42,"[-42, 1, -42]"
410,2,-1,"[-1, -42, -1]",3,in,2,-42,"[-1, -42, -42]",3,-1,"[-1, -1, -1]",_dp,saw,2,-42,"[1, -42, -42]",3,-1,"[-1, -1, -1]"
411,1,-42,"[1, -42, -1]",3,on,2,-1,"[1, -1, -1]",3,-1,"[-1, -1, -1]",_dp,saw,3,-42,"[-42, -42, -42]",3,-1,"[-1, -1, -1]"
412,2,-42,"[-42, 1, -42]",3,with,3,-42,"[-42, -42, -42]",2,1,"[1, 1, -42]",_dp,saw,3,-42,"[-42, -42, -42]",2,1,"[1, 1, -42]"
413,2,-1,"[-42, -1, -1]",3,at,2,-1,"[-1, -1, -42]",3,-1,"[-1, -1, -1]",_dp,saw,2,1,"[1, -42, 1]",3,-1,"[-1, -1, -1]"
414,2,-42,"[-42, 1, -42]",3,on,2,-42,"[-42, -1, -42]",1,-42,"[-1, 1, -42]",_op,drew,3,1,"[1, 1, 1]",1,-42,"[-1, 1, -42]"
415,3,1,"[1, 1, 1]",3,on,1,-42,"[-1, -42, 1]",3,1,"[1, 1, 1]",_p,drew,2,1,"[1, -1, 1]",3,1,"[1, 1, 1]"
416,2,1,"[1, 1, -42]",3,,2,1,"[1, 1, -42]",3,1,"[1, 1, 1]",_d,drew,2,1,"[1, 1, -42]",3,1,"[1, 1, 1]"
417,3,1,"[1, 1, 1]",3,,2,1,"[1, -1, 1]",3,1,"[1, 1, 1]",_od,drew,2,1,"[-42, 1, 1]",3,1,"[1, 1, 1]"
418,3,-42,"[-42, -42, -42]",3,in,1,-42,"[-1, -42, 1]",3,-1,"[-1, -1, -1]",_dp,drew,2,-42,"[1, -42, -42]",2,-1,"[-42, -1, -1]"
419,2,-42,"[-42, 1, -42]",3,on,2,-1,"[-1, -1, -42]",2,-1,"[1, -1, -1]",_dp,drew,2,1,"[1, 1, -42]",3,-1,"[-1, -1, -1]"
420,2,-1,"[-1, -1, 1]",3,into,1,-42,"[-1, -42, 1]",2,-1,"[-1, -1, 1]",_dp,drew,3,1,"[1, 1, 1]",2,-42,"[-42, -42, -1]"
421,2,-42,"[-42, -1, -42]",3,with,2,-42,"[-42, -1, -42]",2,-1,"[-42, -1, -1]",_dp,drew,2,1,"[-42, 1, 1]",2,-42,"[-42, -1, -42]"
422,2,-42,"[-42, -1, -42]",3,across,2,-1,"[-1, -1, -42]",2,-1,"[-1, -42, -1]",_dp,drew,2,-42,"[1, -42, -42]",2,-1,"[-42, -1, -1]"
423,2,1,"[1, 1, -42]",3,that,2,1,"[1, 1, -42]",2,1,"[1, 1, -42]",_p,found,2,1,"[-1, 1, 1]",2,1,"[1, 1, -42]"
424,2,1,"[-42, 1, 1]",3,,2,-1,"[-1, -42, -1]",3,1,"[1, 1, 1]",_d,found,2,-42,"[1, -42, -42]",3,1,"[1, 1, 1]"
425,2,1,"[1, 1, -42]",3,,2,-42,"[-42, -1, -42]",2,1,"[-42, 1, 1]",_od,found,2,1,"[1, 1, -42]",2,-42,"[-42, -42, 1]"
426,2,-1,"[-1, -1, -42]",3,in,2,-42,"[-1, -42, -42]",3,-1,"[-1, -1, -1]",_dp,found,3,-42,"[-42, -42, -42]",3,-1,"[-1, -1, -1]"
427,2,-42,"[-1, -42, -42]",3,on,2,-42,"[-1, -42, -42]",2,-1,"[-1, -1, 1]",_dp,found,2,1,"[1, -42, 1]",2,-1,"[-1, -1, 1]"
428,3,-1,"[-1, -1, -1]",3,with,1,-42,"[1, -42, -1]",1,-42,"[1, -42, -1]",_dp,found,3,-42,"[-42, -42, -42]",1,-42,"[1, -42, -1]"
429,2,-42,"[-42, -1, -42]",3,at,2,-42,"[-42, -1, -42]",2,-1,"[-42, -1, -1]",_dp,found,3,-42,"[-42, -42, -42]",2,-1,"[-42, -1, -1]"
430,2,-42,"[-1, -42, -42]",3,for,2,-42,"[-1, -42, -42]",2,-1,"[-1, -1, -42]",_dp,found,2,-42,"[-1, -42, -42]",2,-1,"[-1, -1, -42]"
431,2,-1,"[-42, -1, -1]",3,in,2,-1,"[-42, -1, -1]",3,-1,"[-1, -1, -1]",_op,got,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
432,2,-42,"[1, -42, -42]",3,out,2,-42,"[-1, -42, -42]",1,-42,"[-1, 1, -42]",_op,got,1,-42,"[1, -1, -42]",1,-42,"[-1, 1, -42]"
433,3,-1,"[-1, -1, -1]",3,on,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_op,got,2,1,"[1, -42, 1]",3,-1,"[-1, -1, -1]"
434,2,-1,"[-1, -42, -1]",3,into,2,-42,"[-42, -42, -1]",3,-1,"[-1, -1, -1]",_op,got,2,1,"[1, -42, 1]",2,-1,"[-1, 1, -1]"
435,2,-42,"[-1, -42, -42]",3,under,2,-42,"[-1, -42, -42]",3,-1,"[-1, -1, -1]",_op,got,3,1,"[1, 1, 1]",2,-42,"[-1, -42, -42]"
436,2,-1,"[-42, -1, -1]",3,in,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,got,2,-42,"[-42, -1, -42]",3,-1,"[-1, -1, -1]"
437,3,-1,"[-1, -1, -1]",3,out,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,got,2,1,"[1, 1, -1]",3,-1,"[-1, -1, -1]"
438,3,-1,"[-1, -1, -1]",3,on,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,got,2,-42,"[-42, -1, -42]",3,-1,"[-1, -1, -1]"
439,2,-1,"[-1, -1, -42]",3,into,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,got,2,-1,"[-1, -1, -42]",2,-1,"[-1, -1, -42]"
440,2,1,"[1, 1, -42]",3,,2,-42,"[-1, -42, -42]",2,1,"[1, 1, -42]",_d,got,2,1,"[1, 1, -42]",2,-42,"[-42, 1, -42]"
441,2,1,"[1, 1, -42]",3,,1,-42,"[-1, 1, -42]",2,1,"[1, 1, -42]",_od,got,2,1,"[1, 1, -42]",2,1,"[1, 1, -42]"
442,2,-1,"[-1, -1, -42]",3,in,2,-1,"[-1, -1, -42]",3,-1,"[-1, -1, -1]",_dp,got,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
443,2,-1,"[-1, -1, -42]",3,on,2,-1,"[-1, -1, -42]",3,-1,"[-1, -1, -1]",_dp,got,2,1,"[1, 1, -42]",3,-1,"[-1, -1, -1]"
444,2,1,"[-1, 1, 1]",3,into,3,-1,"[-1, -1, -1]",2,-1,"[-1, -1, 1]",_dp,got,1,-42,"[-42, 1, -1]",2,1,"[-1, 1, 1]"
445,2,-42,"[-42, -42, -1]",3,from,2,-42,"[-42, -42, -1]",2,-1,"[-1, 1, -1]",_dp,got,2,1,"[-42, 1, 1]",1,-42,"[-42, 1, -1]"
446,2,-42,"[-42, 1, -42]",3,for,2,-42,"[-42, -1, -42]",2,-42,"[-42, -1, -42]",_dp,got,3,-42,"[-42, -42, -42]",2,-42,"[-42, -1, -42]"
447,1,-42,"[-1, 1, -42]",3,in,3,-42,"[-42, -42, -42]",3,-1,"[-1, -1, -1]",_op,went,2,1,"[1, 1, -42]",2,-1,"[-42, -1, -1]"
448,2,-42,"[-1, -42, -42]",3,on,2,-1,"[-1, -42, -1]",2,-1,"[-1, -42, -1]",_op,went,2,-42,"[1, -42, -42]",2,-1,"[-1, -42, -1]"
449,2,-1,"[-1, -42, -1]",3,into,2,-1,"[-1, -42, -1]",3,-1,"[-1, -1, -1]",_op,went,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
450,3,-1,"[-1, -1, -1]",3,through,2,-1,"[-1, -1, -42]",3,-1,"[-1, -1, -1]",_op,went,1,-42,"[1, -1, -42]",3,-1,"[-1, -1, -1]"
451,2,1,"[1, 1, -42]",3,for,2,-42,"[-42, 1, -42]",2,1,"[1, 1, -42]",_op,went,1,-42,"[-1, 1, -42]",3,1,"[1, 1, 1]"
452,2,-1,"[1, -1, -1]",3,in,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,went,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
453,3,-1,"[-1, -1, -1]",3,on,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,went,1,-42,"[-1, 1, -42]",3,-1,"[-1, -1, -1]"
454,3,-1,"[-1, -1, -1]",3,into,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,went,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
455,2,-42,"[-42, -1, -42]",3,through,2,-42,"[-42, -1, -42]",3,-1,"[-1, -1, -1]",_p,went,2,1,"[1, -1, 1]",2,-42,"[-42, -1, -42]"
456,2,-42,"[1, -42, -42]",3,with,2,-42,"[1, -42, -42]",1,-42,"[1, -42, -1]",_p,went,2,-42,"[1, -42, -42]",1,-42,"[1, -42, -1]"
457,2,-1,"[-1, 1, -1]",3,down,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,went,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
458,2,-1,"[-1, -1, -42]",3,,2,-1,"[-1, -1, -42]",2,-1,"[-1, -1, -42]",_d,went,2,-42,"[-42, 1, -42]",2,-1,"[-1, -1, -42]"
459,2,-1,"[-42, -1, -1]",3,,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_od,went,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
460,2,1,"[1, 1, -1]",3,up,2,-42,"[-42, -42, -1]",2,1,"[1, 1, -42]",_op,put,2,1,"[1, 1, -42]",2,1,"[1, 1, -42]"
461,2,-42,"[-42, -1, -42]",3,in,2,-42,"[-42, -1, -42]",2,-1,"[-1, -1, 1]",_op,put,2,1,"[1, 1, -42]",1,-42,"[-42, -1, 1]"
462,2,1,"[-42, 1, 1]",3,on,2,1,"[-42, 1, 1]",2,1,"[-42, 1, 1]",_op,put,2,-42,"[-42, -42, 1]",2,1,"[-42, 1, 1]"
463,2,-42,"[-42, 1, -42]",3,up,2,-42,"[-1, -42, -42]",1,-42,"[-1, 1, -42]",_p,put,2,1,"[1, 1, -42]",2,-42,"[-42, 1, -42]"
464,2,1,"[1, -42, 1]",3,out,2,1,"[1, -42, 1]",2,1,"[1, -42, 1]",_p,put,2,-42,"[-1, -42, -42]",2,1,"[1, -42, 1]"
465,3,1,"[1, 1, 1]",3,on,2,-1,"[1, -1, -1]",3,1,"[1, 1, 1]",_p,put,3,1,"[1, 1, 1]",3,1,"[1, 1, 1]"
466,2,1,"[1, 1, -42]",3,,1,-42,"[-1, 1, -42]",3,1,"[1, 1, 1]",_d,put,1,-42,"[1, -1, -42]",3,1,"[1, 1, 1]"
467,3,1,"[1, 1, 1]",3,,2,-1,"[1, -1, -1]",2,1,"[1, 1, -1]",_od,put,2,1,"[-1, 1, 1]",3,1,"[1, 1, 1]"
468,2,-42,"[-42, -1, -42]",3,in,2,-1,"[-42, -1, -1]",2,-1,"[-42, -1, -1]",_dp,put,3,-42,"[-42, -42, -42]",2,-42,"[-42, -1, -42]"
469,2,-1,"[-1, -42, -1]",3,on,3,-1,"[-1, -1, -1]",2,-1,"[-1, -42, -1]",_dp,put,2,-42,"[-42, -42, -1]",2,-1,"[-1, -42, -1]"
470,2,-1,"[-42, -1, -1]",3,into,2,-42,"[-42, -1, -42]",3,-1,"[-1, -1, -1]",_dp,put,2,1,"[1, -42, 1]",3,-1,"[-1, -1, -1]"
471,3,-42,"[-42, -42, -42]",3,with,3,-42,"[-42, -42, -42]",2,-42,"[-42, -1, -42]",_dp,put,3,-42,"[-42, -42, -42]",2,-42,"[-42, -1, -42]"
472,1,-42,"[1, -42, -1]",3,around,2,-1,"[-1, -42, -1]",2,-1,"[-1, -42, -1]",_dp,put,3,-42,"[-42, -42, -42]",2,-1,"[-1, -42, -1]"
473,2,-42,"[-1, -42, -42]",3,on,3,-42,"[-42, -42, -42]",2,-42,"[-1, -42, -42]",_op,came,2,1,"[1, 1, -42]",2,-42,"[-1, -42, -42]"
474,2,-1,"[-42, -1, -1]",3,into,2,-1,"[-42, -1, -1]",3,-1,"[-1, -1, -1]",_op,came,3,1,"[1, 1, 1]",2,-1,"[-42, -1, -1]"
475,1,-42,"[1, -1, -42]",3,with,2,-1,"[-1, -1, -42]",1,-42,"[1, -1, -42]",_op,came,2,1,"[1, 1, -42]",1,-42,"[1, -1, -42]"
476,2,-42,"[-42, -42, -1]",3,from,2,-42,"[-42, -42, 1]",2,-1,"[-1, -42, -1]",_op,came,2,1,"[1, -42, 1]",2,-1,"[-1, -42, -1]"
477,1,-42,"[1, -1, -42]",3,on,3,-1,"[-1, -1, -1]",2,1,"[1, -1, 1]",_p,came,2,1,"[1, -1, 1]",2,1,"[1, -1, 1]"
478,1,-42,"[-1, -42, 1]",3,into,2,-1,"[-1, -1, -42]",3,-1,"[-1, -1, -1]",_p,came,2,1,"[1, 1, -42]",2,-1,"[-1, -1, -42]"
479,2,1,"[1, 1, -42]",3,with,3,-42,"[-42, -42, -42]",2,1,"[1, 1, -42]",_p,came,3,-42,"[-42, -42, -42]",2,1,"[1, 1, -42]"
480,2,-42,"[-42, -42, -1]",3,from,2,-42,"[-1, -42, -42]",2,-1,"[-42, -1, -1]",_p,came,3,1,"[1, 1, 1]",2,-1,"[-1, -42, -1]"
481,2,-1,"[-1, -42, -1]",3,,2,-1,"[-1, -42, -1]",2,-1,"[-1, -42, -1]",_d,came,2,1,"[1, -42, 1]",2,-1,"[-1, -42, -1]"
482,2,-42,"[-42, -1, -42]",3,,2,-1,"[-42, -1, -1]",2,-1,"[-42, -1, -1]",_od,came,2,1,"[-42, 1, 1]",2,-1,"[-42, -1, -1]"
483,2,1,"[-42, 1, 1]",3,,1,-42,"[-42, -1, 1]",2,1,"[-42, 1, 1]",_d,received,1,-42,"[1, -1, -42]",2,1,"[-42, 1, 1]"
484,2,1,"[1, 1, -42]",3,,2,-42,"[-42, 1, -42]",3,1,"[1, 1, 1]",_od,received,2,-42,"[-42, 1, -42]",2,1,"[-42, 1, 1]"
485,2,-42,"[-42, -1, -42]",3,in,2,-42,"[-42, -1, -42]",3,-1,"[-1, -1, -1]",_dp,received,2,-42,"[-42, 1, -42]",3,-1,"[-1, -1, -1]"
486,2,-42,"[-1, -42, -42]",3,from,2,-42,"[-1, -42, -42]",2,-1,"[-1, -1, -42]",_dp,received,3,-42,"[-42, -42, -42]",2,-1,"[-1, -1, -42]"
487,3,-42,"[-42, -42, -42]",3,on,2,-42,"[-1, -42, -42]",2,-42,"[1, -42, -42]",_op,called,3,-42,"[-42, -42, -42]",2,-42,"[1, -42, -42]"
488,3,-42,"[-42, -42, -42]",3,for,3,-42,"[-42, -42, -42]",3,-42,"[-42, -42, -42]",_op,called,3,-42,"[-42, -42, -42]",3,-42,"[-42, -42, -42]"
489,2,-42,"[-42, -42, 1]",3,on,2,-1,"[-1, -42, -1]",2,1,"[1, -42, 1]",_p,called,3,-42,"[-42, -42, -42]",2,1,"[1, -42, 1]"
490,1,-42,"[-42, -1, 1]",3,for,2,-1,"[-42, -1, -1]",1,-42,"[-42, -1, 1]",_p,called,2,-1,"[-42, -1, -1]",1,-42,"[-42, -1, 1]"
491,2,-42,"[-42, -42, 1]",3,,2,-42,"[-42, -42, -1]",2,-42,"[-42, -42, 1]",_d,called,2,-42,"[-42, -42, 1]",2,-42,"[-42, -42, 1]"
492,2,-42,"[1, -42, -42]",3,,3,-42,"[-42, -42, -42]",3,-42,"[-42, -42, -42]",_od,called,2,-42,"[-42, 1, -42]",3,-42,"[-42, -42, -42]"
493,2,-42,"[-42, -1, -42]",3,for,2,-42,"[-42, -1, -42]",2,-42,"[-42, -1, -42]",_dp,called,2,-42,"[-42, 1, -42]",2,-42,"[-42, -1, -42]"
494,3,-1,"[-1, -1, -1]",3,in,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_op,worked,2,1,"[1, 1, -42]",3,-1,"[-1, -1, -1]"
495,1,-42,"[-42, 1, -1]",3,on,1,-42,"[-42, 1, -1]",2,-1,"[-1, 1, -1]",_op,worked,3,1,"[1, 1, 1]",2,-1,"[-1, 1, -1]"
496,2,-42,"[1, -42, -42]",3,with,2,-42,"[1, -42, -42]",2,-42,"[1, -42, -42]",_op,worked,2,-42,"[-1, -42, -42]",2,-42,"[1, -42, -42]"
497,2,-1,"[-1, -1, -42]",3,for,2,-1,"[-1, -1, -42]",2,-42,"[-1, -42, -42]",_op,worked,2,-42,"[-42, -42, 1]",2,-42,"[-1, -42, -42]"
498,3,-1,"[-1, -1, -1]",3,in,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,worked,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
499,2,-42,"[-42, -42, -1]",3,on,2,-42,"[-42, -42, -1]",2,-42,"[-42, -42, -1]",_p,worked,2,1,"[-42, 1, 1]",2,-42,"[-42, -42, -1]"
500,2,-42,"[1, -42, -42]",3,with,2,-42,"[-1, -42, -42]",1,-42,"[1, -1, -42]",_p,worked,2,-42,"[1, -42, -42]",3,-42,"[-42, -42, -42]"
501,3,-1,"[-1, -1, -1]",3,for,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,worked,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
502,1,-42,"[1, -42, -1]",3,,2,-1,"[1, -1, -1]",2,-1,"[1, -1, -1]",_d,worked,3,1,"[1, 1, 1]",2,-1,"[1, -1, -1]"
503,2,-1,"[-1, -1, -42]",3,,2,-42,"[-42, -1, -42]",2,-1,"[-1, -1, -42]",_od,worked,2,1,"[-42, 1, 1]",2,-42,"[-42, -1, -42]"
504,3,-1,"[-1, -1, -1]",3,through,3,-1,"[-1, -1, -1]",2,-1,"[-42, -1, -1]",_dp,worked,2,1,"[-42, 1, 1]",3,-1,"[-1, -1, -1]"
505,3,-1,"[-1, -1, -1]",3,on,2,-1,"[-1, 1, -1]",3,-1,"[-1, -1, -1]",_op,stopped,2,1,"[1, -42, 1]",3,-1,"[-1, -1, -1]"
506,2,-42,"[-42, -1, -42]",3,at,2,-1,"[-1, -1, -42]",2,-1,"[-1, -1, -42]",_op,stopped,2,-42,"[-42, -42, 1]",2,-1,"[-1, -1, -42]"
507,2,-1,"[1, -1, -1]",3,for,3,-42,"[-42, -42, -42]",2,-1,"[-42, -1, -1]",_op,stopped,2,1,"[1, -1, 1]",2,-1,"[-42, -1, -1]"
508,3,-1,"[-1, -1, -1]",3,on,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,stopped,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
509,2,-1,"[-1, -1, -42]",3,at,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,stopped,2,1,"[1, -42, 1]",2,-1,"[-1, -1, -42]"
510,2,-42,"[1, -42, -42]",3,for,1,-42,"[1, -1, -42]",2,-42,"[1, -42, -42]",_p,stopped,2,-42,"[1, -42, -42]",2,-42,"[-1, -42, -42]"
511,2,-1,"[-1, -1, 1]",3,,3,-1,"[-1, -1, -1]",2,-1,"[-1, -1, -42]",_d,stopped,3,-42,"[-42, -42, -42]",2,-1,"[-1, -1, -42]"
512,2,-42,"[-42, -42, 1]",3,,2,-42,"[-42, -42, 1]",2,-42,"[-42, -42, 1]",_od,stopped,2,-1,"[-42, -1, -1]",1,-42,"[-1, -42, 1]"
513,3,-1,"[-1, -1, -1]",3,in,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_dp,stopped,2,1,"[1, -42, 1]",3,-1,"[-1, -1, -1]"
514,2,-1,"[-1, -1, 1]",3,on,2,-1,"[-1, -1, -42]",2,-1,"[-1, -1, -42]",_dp,stopped,2,-42,"[-42, 1, -42]",2,-1,"[-1, -1, -42]"
515,1,-42,"[-1, 1, -42]",3,with,2,-1,"[-1, -1, -42]",2,1,"[-1, 1, 1]",_dp,stopped,2,1,"[1, -1, 1]",2,1,"[-1, 1, 1]"
516,2,-1,"[-1, -42, -1]",3,at,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_dp,stopped,2,1,"[1, -42, 1]",3,-1,"[-1, -1, -1]"
517,2,1,"[1, -1, 1]",3,for,2,-42,"[-42, 1, -42]",3,1,"[1, 1, 1]",_dp,stopped,2,1,"[-42, 1, 1]",3,1,"[1, 1, 1]"
518,2,1,"[1, 1, -42]",3,,2,1,"[1, 1, -42]",3,1,"[1, 1, 1]",_d,placed,2,-42,"[-42, -1, -42]",3,1,"[1, 1, 1]"
519,3,1,"[1, 1, 1]",3,,2,-1,"[-1, 1, -1]",3,1,"[1, 1, 1]",_od,placed,3,-1,"[-1, -1, -1]",3,1,"[1, 1, 1]"
520,2,-1,"[-42, -1, -1]",3,in,2,-1,"[-1, -1, -42]",3,-1,"[-1, -1, -1]",_dp,placed,2,1,"[1, 1, -42]",3,-1,"[-1, -1, -1]"
521,3,-1,"[-1, -1, -1]",3,on,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_dp,placed,2,-42,"[-42, -42, 1]",3,-1,"[-1, -1, -1]"
522,3,-1,"[-1, -1, -1]",3,upon,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_dp,placed,2,1,"[-42, 1, 1]",3,-1,"[-1, -1, -1]"
523,2,-42,"[-42, -1, -42]",3,under,1,-42,"[1, -1, -42]",2,-1,"[-1, -1, -42]",_dp,placed,2,1,"[1, -42, 1]",2,-1,"[-1, -1, -42]"
524,2,-42,"[-42, 1, -42]",3,in,2,-1,"[-1, -1, -42]",2,-1,"[-1, 1, -1]",_op,appeared,2,1,"[1, 1, -42]",2,-1,"[-1, 1, -1]"
525,2,-1,"[-42, -1, -1]",3,on,2,-1,"[-42, -1, -1]",3,-1,"[-1, -1, -1]",_op,appeared,3,1,"[1, 1, 1]",2,-1,"[-42, -1, -1]"
526,2,-1,"[-1, -42, -1]",3,at,2,-1,"[-1, -42, -1]",3,-1,"[-1, -1, -1]",_op,appeared,3,1,"[1, 1, 1]",2,-1,"[-1, -42, -1]"
527,2,-1,"[-1, -1, 1]",3,in,2,-1,"[-1, -1, 1]",2,-1,"[-1, -1, 1]",_p,appeared,2,1,"[1, 1, -42]",2,-1,"[-1, -1, 1]"
528,1,-42,"[-1, -42, 1]",3,on,2,-1,"[-1, -1, 1]",1,-42,"[-1, -42, 1]",_p,appeared,2,1,"[1, -42, 1]",1,-42,"[-1, -42, 1]"
529,3,-1,"[-1, -1, -1]",3,at,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,appeared,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
530,1,-42,"[-1, -42, 1]",3,,1,-42,"[-1, -42, 1]",2,-42,"[-1, -42, -42]",_d,appeared,1,-42,"[-1, -42, 1]",1,-42,"[-1, -42, 1]"
531,2,-42,"[-1, -42, -42]",3,,2,-1,"[-1, -1, -42]",2,-1,"[-1, -1, 1]",_od,appeared,3,1,"[1, 1, 1]",2,-1,"[-1, -1, 1]"
532,3,-1,"[-1, -1, -1]",3,in,2,-1,"[-1, -42, -1]",3,-1,"[-1, -1, -1]",_op,remained,3,-42,"[-42, -42, -42]",3,-1,"[-1, -1, -1]"
533,3,-1,"[-1, -1, -1]",3,on,2,-42,"[-42, -42, -1]",3,-1,"[-1, -1, -1]",_op,remained,3,-42,"[-42, -42, -42]",3,-1,"[-1, -1, -1]"
534,3,-42,"[-42, -42, -42]",3,with,2,-42,"[-42, -1, -42]",3,-42,"[-42, -42, -42]",_op,remained,2,-42,"[-42, -1, -42]",3,-42,"[-42, -42, -42]"
535,2,-1,"[-1, -1, -42]",3,at,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_op,remained,2,-42,"[1, -42, -42]",3,-1,"[-1, -1, -1]"
536,3,-1,"[-1, -1, -1]",3,in,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,remained,2,-42,"[-42, -42, 1]",3,-1,"[-1, -1, -1]"
537,2,-1,"[-42, -1, -1]",3,on,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,remained,2,-42,"[-42, 1, -42]",2,-1,"[-42, -1, -1]"
538,2,-42,"[-42, -42, -1]",3,with,2,-42,"[-1, -42, -42]",3,-42,"[-42, -42, -42]",_p,remained,3,-42,"[-42, -42, -42]",3,-42,"[-42, -42, -42]"
539,3,-1,"[-1, -1, -1]",3,at,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,remained,2,1,"[1, -42, 1]",3,-1,"[-1, -1, -1]"
540,2,-1,"[1, -1, -1]",3,,3,-1,"[-1, -1, -1]",2,-1,"[-42, -1, -1]",_d,remained,3,-42,"[-42, -42, -42]",2,-1,"[-42, -1, -1]"
541,3,-42,"[-42, -42, -42]",3,,2,-42,"[-42, -42, -1]",2,-1,"[-1, -42, -1]",_od,remained,2,-42,"[-42, -42, 1]",2,-1,"[-1, -42, -1]"
